(initramfs) cat /dfs/dynamic_debug/control
# filename:lineno [module]function flags format
drivers/i2c/i2c-core-base.c:321 [i2c_core]i2c_device_probe =_ "Using Host Notify IRQ\012"
drivers/i2c/i2c-core-base.c:372 [i2c_core]i2c_device_probe =_ "probe\012"
drivers/i2c/i2c-core-base.c:418 [i2c_core]i2c_device_remove =_ "remove\012"
drivers/i2c/i2c-core-base.c:783 [i2c_core]i2c_new_client_device =_ "client [%s] registered with b"
drivers/i2c/i2c-core-base.c:1355 [i2c_core]i2c_register_adapter =_ "adapter [%s] registered\012"
drivers/i2c/i2c-core-base.c:2240 [i2c_core]i2c_detect =_ "This adapter dropped support for I2C cl"
drivers/i2c/i2c-core-base.c:2257 [i2c_core]i2c_detect =_ "found normal entry for adapter %d, addr"
drivers/i2c/i2c-core-base.c:2213 [i2c_core]i2c_detect_address =_ "Creating %s at 0x%02x\012"
drivers/i2c/i2c-core-base.c:1499 [i2c_core]i2c_do_del_adapter =_ "Removing %s at 0x%x\012"
drivers/i2c/i2c-core-smbus.c:80 [i2c_core]i2c_smbus_check_pec =_ "Bad PEC 0x%02x vs. 0x%02x\012"
drivers/i2c/i2c-core-acpi.c:480 [i2c_core]acpi_gsb_i2c_read_bytes =_ "i2c read %d bytes from clie"
drivers/i2c/i2c-smbus.c:99 [i2c_smbus]smbus_alert =_ "SMBALERT# from dev 0x%02x, flag %d\012"
drivers/i2c/i2c-smbus.c:54 [i2c_smbus]smbus_do_alert =_ "alert with no driver\012"
drivers/i2c/busses/i2c-i801.c:1616 [i2c_i801]i801_probe =_ "SMBus using interrupt SMI#\012"
drivers/i2c/busses/i2c-i801.c:323 [i2c_i801]i801_check_pre =_ "Clearing status flags (%02x)\012"
drivers/i2c/busses/i2c-i801.c:345 [i2c_i801]i801_check_pre =_ "Clearing aux status flags (%02x)\0"
drivers/i2c/busses/i2c-i801.c:378 [i2c_i801]i801_check_post =_ "Terminating the current operation"
drivers/i2c/busses/i2c-i801.c:419 [i2c_i801]i801_check_post =_ "PEC error\012"
drivers/i2c/busses/i2c-i801.c:422 [i2c_i801]i801_check_post =_ "No response\012"
drivers/i2c/busses/i2c-i801.c:427 [i2c_i801]i801_check_post =_ "Lost arbitration\012"
drivers/i2c/busses/i2c-i801.c:471 [i2c_i801]i801_wait_byte_done =_ "BYTE_DONE Timeout!\012"
drivers/i2c/busses/i2c-i801.c:451 [i2c_i801]i801_wait_intr =_ "INTR Timeout!\012"
drivers/i2c/busses/i2c-i801.c:560 [i2c_i801]i801_isr_byte_done =_ "SMBus block read size is %d\01"
drivers/i2c/busses/i2c-i801.c:570 [i2c_i801]i801_isr_byte_done =_ "Discarding extra byte on block"
drivers/pps/pps.c:383 [pps_core]pps_register_cdev =_ "source %s got cdev (%d:%d)\012"
drivers/pps/pps.c:400 [pps_core]pps_unregister_cdev =_ "unregistering pps%d\012"
drivers/pps/pps.c:101 [pps_core]pps_cdev_ioctl =_ "PPS_GETPARAMS\012"
drivers/pps/pps.c:117 [pps_core]pps_cdev_ioctl =_ "PPS_SETPARAMS\012"
drivers/pps/pps.c:128 [pps_core]pps_cdev_ioctl =_ "capture mode unspecified (%x)\012"
drivers/pps/pps.c:135 [pps_core]pps_cdev_ioctl =_ "unsupported capabilities (%x)\012"
drivers/pps/pps.c:148 [pps_core]pps_cdev_ioctl =_ "time format unspecified (%x)\012"
drivers/pps/pps.c:160 [pps_core]pps_cdev_ioctl =_ "PPS_GETCAP\012"
drivers/pps/pps.c:171 [pps_core]pps_cdev_ioctl =_ "PPS_FETCH\012"
drivers/pps/pps.c:201 [pps_core]pps_cdev_ioctl =_ "PPS_KC_BIND\012"
drivers/pps/pps.c:67 [pps_core]pps_cdev_pps_fetch =_ "timeout %lld.%09d\012"
drivers/pps/pps.c:83 [pps_core]pps_cdev_pps_fetch =_ "pending signal caught\012"
drivers/pps/pps.c:254 [pps_core]pps_cdev_compat_ioctl =_ "PPS_FETCH\012"
drivers/pps/pps.c:330 [pps_core]pps_device_destruct =_ "deallocating pps%d\012"
drivers/pps/kapi.c:170 [pps_core]pps_event =_ "PPS event at %lld.%09ld\012"
drivers/pps/kapi.c:192 [pps_core]pps_event =_ "capture assert seq #%u\012"
drivers/pps/kapi.c:206 [pps_core]pps_event =_ "capture clear seq #%u\012"
drivers/power/supply/power_supply_core.c:118 [power_supply]power_supply_changed =_ "%s\012"
drivers/power/supply/power_supply_core.c:335 [power_supply]power_supply_am_i_supplied =_ "%s coun"
drivers/power/supply/power_supply_core.c:827 [power_supply]power_supply_dev_release =_ "%s\012"
drivers/power/supply/power_supply_core.c:82 [power_supply]power_supply_changed_work =_ "%s\012"
drivers/power/supply/power_supply_sysfs.c:388 [power_supply]power_supply_uevent =_ "No power supp"
drivers/power/supply/power_supply_sysfs.c:131 [power_supply]power_supply_show_property =_ "driver"
drivers/power/supply/power_supply_leds.c:30 [power_supply]power_supply_update_bat_leds =_ "%s %d\"
drivers/power/supply/power_supply_leds.c:120 [power_supply]power_supply_update_gen_leds =_ "%s %d"
drivers/hwmon/hwmon.c:758 [hwmon]hwmon_device_unregister =_ "hwmon_device_unregister() failed: ba"
drivers/thermal/thermal_core.c:448 [thermal_sys]update_temperature =_ "last_temperature N/A, curr"
drivers/thermal/thermal_core.c:451 [thermal_sys]update_temperature =_ "last_temperature=%d, curre"
drivers/thermal/thermal_helpers.c:151 [thermal_sys]thermal_zone_set_trips =_ "new temperature bou"
drivers/thermal/thermal_helpers.c:181 [thermal_sys]thermal_cdev_update =_ "zone%d->target=%lu\012"
drivers/thermal/thermal_helpers.c:194 [thermal_sys]thermal_cdev_update =_ "set to state %lu\012"
drivers/thermal/thermal_hwmon.c:218 [thermal_sys]thermal_remove_hwmon_sysfs =_ "hwmon device look"
drivers/thermal/thermal_hwmon.c:225 [thermal_sys]thermal_remove_hwmon_sysfs =_ "temperature input"
drivers/thermal/step_wise.c:141 [thermal_sys]thermal_zone_trip_update =_ "Trip%d[type=%d,temp=%d]"
drivers/thermal/step_wise.c:152 [thermal_sys]thermal_zone_trip_update =_ "old_target=%d, target=%"
drivers/thermal/step_wise.c:51 [thermal_sys]get_target_state =_ "cur_state=%ld\012"
drivers/md/md.c:2547 [md_mod]md_update_sb =_ "md: updating %s RAID superblock on device (in sync "
drivers/md/md.c:2565 [md_mod]md_update_sb =_ "md: (write) %s's sb offset: %llu\012"
drivers/md/md.c:2577 [md_mod]md_update_sb =_ "md: %s (skipping faulty)\012"
drivers/md/md.c:7515 [md_mod]md_wakeup_thread =_ "md: waking up MD thread %s.\012"
drivers/md/md.c:7553 [md_mod]md_unregister_thread =_ "interrupting MD-thread pid %d\012"
drivers/md/md.c:7938 [md_mod]register_md_personality =_ "md: %s personality registered for level "
drivers/md/md.c:7948 [md_mod]unregister_md_personality =_ "md: %s personality unregistered\012"
drivers/md/md.c:8364 [md_mod]md_do_sync =_ "md: minimum _guaranteed_  speed: %d KB/sec/disk.\012"
drivers/md/md.c:8366 [md_mod]md_do_sync =_ "md: using maximum available idle IO bandwidth (but no"
drivers/md/md.c:8384 [md_mod]md_do_sync =_ "md: using %dk window, over a total of %lluk.\012"
drivers/md/md.c:8391 [md_mod]md_do_sync =_ "md: resuming %s of %s from checkpoint.\012"
drivers/md/md.c:8541 [md_mod]md_do_sync =_ "md: checkpointing %s of %s.\012"
drivers/md/md.c:8776 [md_mod]md_check_recovery =_ "md: %s in immediate safe mode\012"
drivers/md/md.c:2248 [md_mod]unbind_rdev_from_array =_ "md: unbind<%s>\012"
drivers/md/md.c:2298 [md_mod]export_rdev =_ "md: export_rdev(%s)\012"
drivers/md/md.c:2211 [md_mod]bind_rdev_to_array =_ "md: bind<%s>\012"
drivers/md/md.c:5746 [md_mod]restart_array =_ "md: %s switched to read-write mode.\012"
drivers/md/md.c:5350 [md_mod]md_alloc =_ "md: cannot register %s/md - name in use\012"
drivers/md/md.c:5355 [md_mod]md_alloc =_ "pointless warning\012"
drivers/md/md.c:7178 [md_mod]md_ioctl =_ "md: ioctl lock interrupted, reason %d, cmd %d\012"
drivers/md/md.c:9379 [md_mod]autostart_arrays =_ "md: Scanned %d and added %d devices.\012"
drivers/md/md.c:6082 [md_mod]autorun_devices =_ "md: considering %s ...\012"
drivers/md/md.c:6087 [md_mod]autorun_devices =_ "md:  adding %s ...\012"
drivers/md/md.c:6124 [md_mod]autorun_devices =_ "md: created %s\012"
drivers/md/md.c:6536 [md_mod]hot_remove_disk =_ "md: cannot remove active disk %s from %s ...\012"
drivers/md/md.c:6484 [md_mod]add_new_disk =_ "md: nonpersistent superblock ...\012"
drivers/md/md.c:9098 [md_mod]md_geninit =_ "md: sizeof(mdp_super_t) = %d\012"
drivers/md/md-bitmap.c:490 [md_mod]md_bitmap_print_sb =_ "%s: bitmap file superblock:\012"
drivers/md/md-bitmap.c:491 [md_mod]md_bitmap_print_sb =_ "         magic: %08x\012"
drivers/md/md-bitmap.c:492 [md_mod]md_bitmap_print_sb =_ "       version: %d\012"
drivers/md/md-bitmap.c:497 [md_mod]md_bitmap_print_sb =_ "          uuid: %08x.%08x.%08x.%08x\012"
drivers/md/md-bitmap.c:499 [md_mod]md_bitmap_print_sb =_ "        events: %llu\012"
drivers/md/md-bitmap.c:501 [md_mod]md_bitmap_print_sb =_ "events cleared: %llu\012"
drivers/md/md-bitmap.c:502 [md_mod]md_bitmap_print_sb =_ "         state: %08x\012"
drivers/md/md-bitmap.c:503 [md_mod]md_bitmap_print_sb =_ "     chunksize: %d B\012"
drivers/md/md-bitmap.c:504 [md_mod]md_bitmap_print_sb =_ "  daemon sleep: %ds\012"
drivers/md/md-bitmap.c:506 [md_mod]md_bitmap_print_sb =_ "     sync size: %llu KB\012"
drivers/md/md-bitmap.c:507 [md_mod]md_bitmap_print_sb =_ "max write behind: %d\012"
drivers/md/md-bitmap.c:1409 [md_mod]md_bitmap_startwrite =_ "inc write-behind count %d/%lu\012"
drivers/md/md-bitmap.c:1470 [md_mod]md_bitmap_endwrite =_ "dec write-behind count %d/%lu\012"
drivers/md/md-bitmap.c:1778 [md_mod]md_bitmap_wait_behind_writes =_ "md:%s: behind writes in prog"
drivers/md/md-bitmap.c:1885 [md_mod]md_bitmap_create =_ "created bitmap (%lu pages) for device %s"
drivers/md/md-bitmap.c:951 [md_mod]md_bitmap_file_set_bit =_ "set file bit %lu page %lu\012"
drivers/md/md-bitmap.c:548 [md_mod]md_bitmap_new_disk_sb =_ "Choosing daemon_sleep default (5 sec"
drivers/md/md-bitmap.c:620 [md_mod]md_bitmap_read_sb =_ "%s:%d bm slot: %d offset: %llu\012"
drivers/md/md-bitmap.c:370 [md_mod]read_page =_ "read bitmap file (%dB @ %llu)\012"
drivers/md/md-bitmap.c:1173 [md_mod]md_bitmap_init_from_disk =_ "%s: bitmap initialized from disk"
drivers/md/md-bitmap.c:94 [md_mod]md_bitmap_checkpage =_ "md/bitmap: map page allocation failed, "
drivers/md/dm.c:2590 [dm_mod]__dm_suspend =_ "%s: suspending with flush\012"
drivers/cpufreq/cpufreq.c:1692 [cpufreq]cpufreq_generic_suspend =_ "%s: suspend_freq not defined\"
drivers/cpufreq/cpufreq.c:1697 [cpufreq]cpufreq_generic_suspend =_ "%s: Setting suspend-freq: %u\"
drivers/cpufreq/cpufreq.c:1727 [cpufreq]cpufreq_suspend =_ "%s: Suspending Governors\012"
drivers/cpufreq/cpufreq.c:1767 [cpufreq]cpufreq_resume =_ "%s: Resuming Governors\012"
drivers/cpufreq/cpufreq.c:2040 [cpufreq]__cpufreq_driver_target =_ "target for CPU %u: %u kHz, re"
drivers/cpufreq/cpufreq.c:2296 [cpufreq]cpufreq_set_policy =_ "setting new policy for CPU %u: %u "
drivers/cpufreq/cpufreq.c:2335 [cpufreq]cpufreq_set_policy =_ "new min and max freqs are %u - %u "
drivers/cpufreq/cpufreq.c:2339 [cpufreq]cpufreq_set_policy =_ "setting range\012"
drivers/cpufreq/cpufreq.c:2344 [cpufreq]cpufreq_set_policy =_ "governor limits update\012"
drivers/cpufreq/cpufreq.c:2349 [cpufreq]cpufreq_set_policy =_ "governor switch\012"
drivers/cpufreq/cpufreq.c:2365 [cpufreq]cpufreq_set_policy =_ "governor change\012"
drivers/cpufreq/cpufreq.c:2373 [cpufreq]cpufreq_set_policy =_ "starting governor %s failed\012"
drivers/cpufreq/cpufreq.c:2411 [cpufreq]cpufreq_update_policy =_ "updating policy for CPU %u\012"
drivers/cpufreq/cpufreq.c:2583 [cpufreq]cpufreq_register_driver =_ "trying to register driver %s\"
drivers/cpufreq/cpufreq.c:2615 [cpufreq]cpufreq_register_driver =_ "%s: No CPU initialized for dr"
drivers/cpufreq/cpufreq.c:2628 [cpufreq]cpufreq_register_driver =_ "driver %s up and running\012"
drivers/cpufreq/cpufreq.c:2660 [cpufreq]cpufreq_unregister_driver =_ "unregistering driver %s\012"
drivers/cpufreq/cpufreq.c:353 [cpufreq]cpufreq_notify_transition =_ "notification %u of frequency"
drivers/cpufreq/cpufreq.c:365 [cpufreq]cpufreq_notify_transition =_ "Warning: CPU frequency is %u"
drivers/cpufreq/cpufreq.c:379 [cpufreq]cpufreq_notify_transition =_ "FREQ: %u - CPUs: %*pbl\012"
drivers/cpufreq/cpufreq.c:1543 [cpufreq]cpufreq_out_of_sync =_ "Warning: CPU frequency out of syn"
drivers/cpufreq/cpufreq.c:1996 [cpufreq]__target_index =_ "%s: cpu: %d, oldfreq: %u, new freq: %u"
drivers/cpufreq/cpufreq.c:1956 [cpufreq]__target_intermediate =_ "%s: cpu: %d, switching to inter"
drivers/cpufreq/cpufreq.c:2154 [cpufreq]cpufreq_start_governor =_ "%s: for CPU %u\012"
drivers/cpufreq/cpufreq.c:2176 [cpufreq]cpufreq_stop_governor =_ "%s: for CPU %u\012"
drivers/cpufreq/cpufreq.c:2187 [cpufreq]cpufreq_governor_limits =_ "%s: for CPU %u\012"
drivers/cpufreq/cpufreq.c:2136 [cpufreq]cpufreq_exit_governor =_ "%s: for CPU %u\012"
drivers/cpufreq/cpufreq.c:2118 [cpufreq]cpufreq_init_governor =_ "%s: for CPU %u\012"
drivers/cpufreq/cpufreq.c:1667 [cpufreq]cpufreq_update_current_freq =_ "cpufreq: Driver did not i"
drivers/cpufreq/cpufreq.c:605 [cpufreq]store_boost =_ "%s: cpufreq BOOST %s\012"
drivers/cpufreq/cpufreq.c:1415 [cpufreq]cpufreq_add_dev =_ "%s: adding CPU%u\012"
drivers/cpufreq/cpufreq.c:1232 [cpufreq]cpufreq_online =_ "%s: bringing CPU%u online\012"
drivers/cpufreq/cpufreq.c:1258 [cpufreq]cpufreq_online =_ "%s: %d: initialization failed\012"
drivers/cpufreq/cpufreq.c:1274 [cpufreq]cpufreq_online =_ "%s: %d: initialization failed\012"
drivers/cpufreq/cpufreq.c:1385 [cpufreq]cpufreq_online =_ "initialization complete\012"
drivers/cpufreq/cpufreq.c:985 [cpufreq]cpufreq_sysfs_release =_ "last reference is dropped\012"
drivers/cpufreq/cpufreq.c:1125 [cpufreq]handle_update =_ "handle_update for cpu %u called\012"
drivers/cpufreq/cpufreq.c:1076 [cpufreq]cpufreq_init_policy =_ "Restoring governor %s for cpu %d\"
drivers/cpufreq/cpufreq.c:1018 [cpufreq]remove_cpu_dev_symlink =_ "%s: Removing symlink\012"
drivers/cpufreq/cpufreq.c:1199 [cpufreq]cpufreq_policy_put_kobj =_ "waiting for dropping of refco"
drivers/cpufreq/cpufreq.c:1201 [cpufreq]cpufreq_policy_put_kobj =_ "wait complete\012"
drivers/cpufreq/cpufreq.c:1010 [cpufreq]add_cpu_dev_symlink =_ "%s: Adding symlink\012"
drivers/cpufreq/cpufreq.c:1436 [cpufreq]cpufreq_offline =_ "%s: unregistering CPU %u\012"
drivers/cpufreq/cpufreq.c:1440 [cpufreq]cpufreq_offline =_ "%s: No cpu_data found\012"
drivers/cpufreq/freq_table.c:51 [freq_table]cpufreq_frequency_table_cpuinfo =_ "table entry %u: %"
drivers/cpufreq/freq_table.c:75 [freq_table]cpufreq_frequency_table_verify =_ "request for verifi"
drivers/cpufreq/freq_table.c:97 [freq_table]cpufreq_frequency_table_verify =_ "verification lead "
drivers/cpufreq/freq_table.c:134 [freq_table]cpufreq_table_index_unsorted =_ "request for target "
drivers/cpufreq/freq_table.c:204 [freq_table]cpufreq_table_index_unsorted =_ "target index is %u,"
drivers/cpufreq/freq_table.c:216 [freq_table]cpufreq_frequency_table_get_index =_ "%s: Unable to "
drivers/cpufreq/freq_table.c:321 [freq_table]set_freq_table_sorted =_ "Freq table is unsorted\012"
drivers/cpufreq/freq_table.c:331 [freq_table]set_freq_table_sorted =_ "Freq table is unsorted\012"
drivers/cpufreq/freq_table.c:347 [freq_table]set_freq_table_sorted =_ "Freq table is sorted in %s"
drivers/cpufreq/cpufreq_performance.c:21 [cpufreq_performance]cpufreq_gov_performance_limits =_ ""
drivers/cpufreq/cpufreq_userspace.c:81 [cpufreq_userspace]cpufreq_userspace_policy_start =_ "star"
drivers/cpufreq/cpufreq_userspace.c:94 [cpufreq_userspace]cpufreq_userspace_policy_stop =_ "manag"
drivers/cpufreq/cpufreq_userspace.c:109 [cpufreq_userspace]cpufreq_userspace_policy_limits =_ "li"
drivers/cpufreq/cpufreq_userspace.c:37 [cpufreq_userspace]cpufreq_set =_ "cpufreq_set for cpu %u,"
drivers/cpufreq/acpi-cpufreq.c:976 [acpi_cpufreq]acpi_cpufreq_exit =_ "%s\012"
drivers/cpufreq/acpi-cpufreq.c:642 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "%s\012"
drivers/cpufreq/acpi-cpufreq.c:703 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "No P-States\012"
drivers/cpufreq/acpi-cpufreq.c:717 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "AMD K8 systems must us"
drivers/cpufreq/acpi-cpufreq.c:721 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "SYSTEM IO addr space\0"
drivers/cpufreq/acpi-cpufreq.c:727 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "HARDWARE addr space\01"
drivers/cpufreq/acpi-cpufreq.c:744 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "Unknown addr space %d\"
drivers/cpufreq/acpi-cpufreq.c:807 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "CPU%u - ACPI performan"
drivers/cpufreq/acpi-cpufreq.c:813 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "     %cP%d: %d MHz, %d"
drivers/cpufreq/acpi-cpufreq.c:364 [acpi_cpufreq]get_cur_freq_on_cpu =_ "%s (%d)\012"
drivers/cpufreq/acpi-cpufreq.c:384 [acpi_cpufreq]get_cur_freq_on_cpu =_ "cur freq = %u\012"
drivers/cpufreq/acpi-cpufreq.c:352 [acpi_cpufreq]get_cur_val =_ "%s = %u\012"
drivers/cpufreq/acpi-cpufreq.c:423 [acpi_cpufreq]acpi_cpufreq_target =_ "Called after resume, res"
drivers/cpufreq/acpi-cpufreq.c:427 [acpi_cpufreq]acpi_cpufreq_target =_ "Already at target state "
drivers/cpufreq/acpi-cpufreq.c:444 [acpi_cpufreq]acpi_cpufreq_target =_ "%s (%d)\012"
drivers/cpufreq/acpi-cpufreq.c:841 [acpi_cpufreq]acpi_cpufreq_cpu_exit =_ "%s\012"
drivers/cpufreq/acpi-cpufreq.c:866 [acpi_cpufreq]acpi_cpufreq_resume =_ "%s\012"
drivers/cpufreq/acpi-cpufreq.c:133 [acpi_cpufreq]set_boost =_ "Core Boosting %sabled.\012"
drivers/cpufreq/acpi-cpufreq.c:939 [acpi_cpufreq]acpi_cpufreq_init =_ "%s\012"
drivers/cpufreq/acpi-cpufreq.c:955 [acpi_cpufreq]acpi_cpufreq_init =_ "CPB unsupported, do not ex"
drivers/cpufreq/acpi-cpufreq.c:558 [acpi_cpufreq]acpi_cpufreq_early_init =_ "%s\012"
drivers/cpufreq/acpi-cpufreq.c:562 [acpi_cpufreq]acpi_cpufreq_early_init =_ "Memory allocation er"
drivers/cpufreq/acpi-cpufreq.c:902 [acpi_cpufreq]acpi_cpufreq_boost_init =_ "Boost capabilities n"
drivers/cpufreq/intel_pstate.c:1439 [intel_pstate]core_get_max_pstate =_ "max_pstate=TAC %x\012"
drivers/cpufreq/intel_pstate.c:1403 [intel_pstate]core_get_tdp_ratio =_ "tdp_ratio %x\012"
drivers/cpufreq/intel_pstate.c:1956 [intel_pstate]intel_pstate_init_cpu =_ "controlling: cpu %d\0"
drivers/cpufreq/intel_pstate.c:435 [intel_pstate]intel_pstate_init_acpi_perf_limits =_ "CPU%u - A"
drivers/cpufreq/intel_pstate.c:441 [intel_pstate]intel_pstate_init_acpi_perf_limits =_ "     %cP%"
drivers/cpufreq/intel_pstate.c:459 [intel_pstate]intel_pstate_init_acpi_perf_limits =_ "_PPC limi"
drivers/cpufreq/intel_pstate.c:2112 [intel_pstate]intel_pstate_adjust_policy_max =_ "policy->max "
drivers/cpufreq/intel_pstate.c:2069 [intel_pstate]intel_pstate_set_policy =_ "set_policy cpuinfo."
drivers/cpufreq/intel_pstate.c:2029 [intel_pstate]intel_pstate_update_perf_limits =_ "cpu:%d max_"
drivers/cpufreq/intel_pstate.c:2044 [intel_pstate]intel_pstate_update_perf_limits =_ "cpu:%d glob"
drivers/cpufreq/intel_pstate.c:2058 [intel_pstate]intel_pstate_update_perf_limits =_ "cpu:%d max_"
drivers/cpufreq/intel_pstate.c:2141 [intel_pstate]intel_pstate_stop_cpu =_ "CPU %d exiting\012"
drivers/cpufreq/intel_pstate.c:2588 [intel_pstate]intel_pstate_platform_pwr_mgmt_exists =_ "Bit 8"
drivers/cpufreq/intel_pstate.c:2516 [intel_pstate]intel_pstate_no_acpi_pss =_ "ACPI _PSS not foun"
drivers/cpufreq/intel_pstate.c:2533 [intel_pstate]intel_pstate_no_acpi_pcch =_ "ACPI PCCH not fou"
drivers/cpufreq/intel_pstate.c:2549 [intel_pstate]intel_pstate_has_acpi_ppc =_ "ACPI _PPC not fou"
drivers/cpuidle/sysfs.c:378 [sysfs]cpuidle_add_s2idle_attr_group =_ "%s: sysfs attribute group no"
drivers/leds/led-class.c:313 [led_class]of_led_classdev_register =_ "Registered led device: %s\01"
drivers/firmware/dmi_scan.c:544 [dmi_scan]dmi_present =_ "SMBIOS version fixup (2.%d->2.%d)\012"
drivers/firmware/dmi_scan.c:548 [dmi_scan]dmi_present =_ "SMBIOS version fixup (2.%d->2.%d)\012"
drivers/firmware/efi/esrt.c:249 [esrt]efi_esrt_init =_ "esrt-init: loading.\012"
drivers/firmware/efi/esrt.c:336 [esrt]efi_esrt_init =_ "esrt-init: loaded.\012"
drivers/firmware/efi/esrt.c:380 [esrt]esrt_sysfs_init =_ "esrt-sysfs: loading.\012"
drivers/firmware/efi/esrt.c:416 [esrt]esrt_sysfs_init =_ "esrt-sysfs: loaded.\012"
drivers/hid/hid-input.c:1939 [hid]hidinput_connect =_ "Some usages could not be mapped, please us"
drivers/hid/hid-pl.c:122 [hid_pl]plff_init =_ "hid-plff: detected single-field device\012"
drivers/hid/hid-pl.c:137 [hid_pl]plff_init =_ "hid-plff: detected 4-field device\012"
drivers/hid/hid-pl.c:56 [hid_pl]hid_plff_play =_ "hid-plff: called with 0x%04x 0x%04x\012"
drivers/hid/hid-pl.c:63 [hid_pl]hid_plff_play =_ "hid-plff: running with 0x%02x 0x%02x\012"
drivers/hid/hid-sony.c:1226 [hid_sony]sony_raw_event =_ "DualShock 4 input report's CRC check fai"
drivers/hid/usbhid/hid-core.c:201 [usbhid]usbhid_restart_out_queue =_ "Kicking head %d tail %d"
drivers/hid/usbhid/hid-core.c:240 [usbhid]usbhid_restart_ctrl_queue =_ "Kicking head %d tail %d"
drivers/hid/usbhid/hid-core.c:124 [usbhid]hid_reset =_ "clear halt\012"
drivers/hid/usbhid/hid-core.c:131 [usbhid]hid_reset =_ "clear-halt failed: %d\012"
drivers/hid/usbhid/hid-core.c:137 [usbhid]hid_reset =_ "resetting device\012"
drivers/hid/usbhid/hid-core.c:110 [usbhid]hid_retry_timeout =_ "retrying intr urb\012"
drivers/hid/usbhid/hid-core.c:1585 [usbhid]hid_suspend =_ "suspend\012"
drivers/hid/usbhid/hid-core.c:1599 [usbhid]hid_resume =_ "resume status %d\012"
drivers/hid/usbhid/hid-pidff.c:1236 [usbhid]hid_pidff_init =_ "starting pid init\012"
drivers/hid/usbhid/hid-pidff.c:1239 [usbhid]hid_pidff_init =_ "not a PID device, no output report"
drivers/hid/usbhid/hid-pidff.c:1255 [usbhid]hid_pidff_init =_ "reports not ok, aborting\012"
drivers/hid/usbhid/hid-pidff.c:1280 [usbhid]hid_pidff_init =_ "max effects is %d\012"
drivers/hid/usbhid/hid-pidff.c:1287 [usbhid]hid_pidff_init =_ "max simultaneous effects is %d\012"
drivers/hid/usbhid/hid-pidff.c:1291 [usbhid]hid_pidff_init =_ "device memory size is %d bytes\012"
drivers/hid/usbhid/hid-pidff.c:825 [usbhid]pidff_find_reports =_ "found usage 0x%02x from field->"
drivers/hid/usbhid/hid-pidff.c:845 [usbhid]pidff_find_reports =_ "found usage 0x%02x from collect"
drivers/hid/usbhid/hid-pidff.c:860 [usbhid]pidff_reports_ok =_ "%d missing\012"
drivers/hid/usbhid/hid-pidff.c:768 [usbhid]pidff_find_fields =_ "maxusage and report_count do not"
drivers/hid/usbhid/hid-pidff.c:775 [usbhid]pidff_find_fields =_ "found %d at %d->%d\012"
drivers/hid/usbhid/hid-pidff.c:787 [usbhid]pidff_find_fields =_ "failed to locate %d\012"
drivers/hid/usbhid/hid-pidff.c:922 [usbhid]pidff_find_special_fields =_ "finding special fields\0"
drivers/hid/usbhid/hid-pidff.c:943 [usbhid]pidff_find_special_fields =_ "search done\012"
drivers/hid/usbhid/hid-pidff.c:1177 [usbhid]pidff_reset =_ "pid_pool requested again\012"
drivers/hid/usbhid/hid-pidff.c:211 [usbhid]pidff_set =_ "calculated from %d to %d\012"
drivers/hid/usbhid/hid-pidff.c:458 [usbhid]pidff_request_effect_upload =_ "create_new_effect sent"
drivers/hid/usbhid/hid-pidff.c:465 [usbhid]pidff_request_effect_upload =_ "pid_block_load request"
drivers/hid/usbhid/hid-pidff.c:473 [usbhid]pidff_request_effect_upload =_ "device reported free m"
drivers/hid/usbhid/hid-pidff.c:480 [usbhid]pidff_request_effect_upload =_ "not enough memory free"
drivers/hid/usbhid/hid-pidff.c:702 [usbhid]pidff_upload_effect =_ "uploaded\012"
drivers/hid/usbhid/hid-pidff.c:226 [usbhid]pidff_set_signed =_ "calculated from %d to %d\012"
drivers/hid/usbhid/hid-pidff.c:252 [usbhid]pidff_set_envelope_report =_ "attack %u => %d\012"
drivers/hid/usbhid/hid-pidff.c:539 [usbhid]pidff_erase_effect =_ "starting to erase %d/%d\012"
drivers/mailbox/mailbox.c:342 [mailbox]mbox_request_channel =_ "%s: No owner device node\012"
drivers/mailbox/mailbox.c:350 [mailbox]mbox_request_channel =_ "%s: can't parse \042mboxes\042 pr"
drivers/mailbox/pcc.c:295 [pcc]pcc_mbox_free_channel =_ "pcc_mbox_free_channel: Invalid mbox_chan"
drivers/mailbox/pcc.c:118 [pcc]read_register =_ "Error: Cannot read register of %u bit width"
drivers/mailbox/pcc.c:144 [pcc]write_register =_ "Error: Cannot write register of %u bit width"
drivers/mailbox/pcc.c:335 [pcc]pcc_send_data =_ "pcc_send_data: Invalid mbox_chan passed\012"
drivers/mailbox/pcc.c:591 [pcc]pcc_init =_ "ACPI PCC probe failed.\012"
drivers/mailbox/pcc.c:599 [pcc]pcc_init =_ "Err creating PCC platform bundle\012"
drivers/nvmem/core.c:409 [nvmem_core]nvmem_register =_ "Registering nvmem device %s\012"
